,"访问时间","地域","来源","入口页面","搜索词","访问IP","访客标识码","访问时长","访问页数","最后停留在","上一次访问时间","访问类型","访问频次","操作系统","网络服务商","浏览器","语言环境","屏幕分辨率","屏幕颜色","Flash版本","是否支持Cookie","是否支持JAVA","打开时间","停留时长","页面地址"
"305","2019/08/23 17:21:02","洛阳","百度","http://jintongwangye2.weina.4wang.org.cn","排列3网站网址=http://caifj88.top","182.121.210.96","2026878346282619521","未知","1","http://jintongwangye2.weina.4wang.org.cn","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 17:21:02","未知","http://jintongwangye2.weina.4wang.org.cn"
"306","2019/08/23 17:17:12","洛阳","百度","http://www2.kugou.kugou.com","分分彩稳赚网址=http://caijj88.top","182.121.210.96","2385832772188126003","未知","1","http://www2.kugou.kugou.com","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-23 17:17:12","未知","http://www2.kugou.kugou.com"
"307","2019/08/23 17:11:41","洛阳","百度","http://www.foxy123.com","百家乐网站网址=http://cahmg88.top","123.9.241.9","1775533668748200826","未知","1","http://www.foxy123.com","首次访问","新访客","1","Win XP","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 17:11:41","未知","http://www.foxy123.com"
"308","2019/08/23 17:03:36","洛阳","百度","http://www.jimaihaoshou.com","PC蛋蛋官网网址=http://cahky88.top","123.9.241.9","2325928359551751411","未知","1","http://www.jimaihaoshou.com","首次访问","新访客","1","SUSE","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 17:03:36","未知","http://www.jimaihaoshou.com"
"309","2019/08/23 16:53:57","洛阳","百度","http://www.ydma.com","分分彩代理网址=http://alape88.top","42.224.219.208","1838370577795611290","未知","1","http://www.ydma.com","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:53:57","未知","http://www.ydma.com"
"310","2019/08/23 16:46:18","洛阳","百度","http://www.qdjzx120.cn","排列5注册网址=http://alhjd88.top","123.9.245.25","1975520403155019976","未知","1","http://www.qdjzx120.cn","首次访问","新访客","1","macOS","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:46:18","未知","http://www.qdjzx120.cn"
"311","2019/08/23 16:43:36","洛阳","百度","http://www.63314583.cn","快乐飞艇网站网址=http://caijs88.top","123.9.245.25","1907024569544562219","未知","1","http://www.63314583.cn","首次访问","新访客","1","Win Vista","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:43:36","未知","http://www.63314583.cn"
"312","2019/08/23 16:39:47","洛阳","百度","http://www.2n3sri.cn","分分彩注册网址=http://alkbe88.top","42.224.216.68","2270271509809587487","未知","1","http://www.2n3sri.cn","首次访问","新访客","1","Win Vista","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:39:47","未知","http://www.2n3sri.cn"
"313","2019/08/23 16:38:38","洛阳","百度","http://www.8xs.org","快3开奖网址=http://alwqj88.top","42.224.216.68","1768713342147639673","未知","1","http://www.8xs.org","首次访问","新访客","1","Win Vista","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:38:38","未知","http://www.8xs.org"
"314","2019/08/23 16:37:18","洛阳","百度","http://www.waimaoceping.com","六合彩注册网址=http://cahms88.top","42.224.216.68","1999349675841962637","未知","1","http://www.waimaoceping.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:37:18","未知","http://www.waimaoceping.com"
"315","2019/08/23 16:31:35","洛阳","百度","http://www.daixiao.cc","快乐飞艇平台网址=http://caijp88.top","115.53.249.65","1775585972196843244","未知","1","http://www.daixiao.cc","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:31:35","未知","http://www.daixiao.cc"
"316","2019/08/23 16:27:30","洛阳","百度","http://www.lofowo.com","PK10赛车注册网址=http://caikn88.top","115.53.249.65","2184018606650643160","未知","1","http://www.lofowo.com","首次访问","新访客","1","Gentoo","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:27:30","未知","http://www.lofowo.com"
"317","2019/08/23 16:23:42","洛阳","百度","http://instyle.com","快乐飞艇注册网址=http://caijt88.top","115.53.249.65","1749411098147051392","未知","1","http://instyle.com","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:23:42","未知","http://instyle.com"
"318","2019/08/23 16:20:29","洛阳","百度","http://www.100futuan.com","快乐飞艇稳赚网址=http://alihm88.top","115.50.165.81","2156909357582680928","未知","1","http://www.100futuan.com","首次访问","新访客","1","Win XP","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:20:29","未知","http://www.100futuan.com"
"319","2019/08/23 16:15:17","洛阳","百度","http://m.mets.mlb.com","福彩3D代理网址=http://cailz88.top","115.50.165.81","2363037813265191556","未知","1","http://m.mets.mlb.com","首次访问","新访客","1","Win XP","网通","TT浏览器","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:15:17","未知","http://m.mets.mlb.com"
"320","2019/08/23 16:13:44","洛阳","百度","http://www.599188.com","北京赛车官网网址=http://albjj88.top","115.50.165.81","2136495051483940171","未知","1","http://www.599188.com","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:13:44","未知","http://www.599188.com"
"321","2019/08/23 16:10:48","洛阳","百度","http://sportspolls.usatoday.com","全天排列3网址=http://alqsh88.top","182.122.247.233","1808555340396038947","未知","1","http://sportspolls.usatoday.com","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 16:10:48","未知","http://sportspolls.usatoday.com"
"322","2019/08/23 15:20:54","洛阳","百度","http://www.lovepua.com","排列3代理网址=http://caifl88.top","125.43.64.5","1774559286810315133","未知","1","http://www.lovepua.com","首次访问","新访客","1","macOS","网通","","","1920x1080","24-bit","","支持","不支持","2019-08-23 15:20:54","未知","http://www.lovepua.com"
"323","2019/08/23 15:04:20","洛阳","百度","http://jiao.sjzzkfltd.cn","排列3平台网址=http://algwf88.top","182.121.214.134","2110397146407732256","未知","1","http://jiao.sjzzkfltd.cn","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 15:04:20","未知","http://jiao.sjzzkfltd.cn"
"324","2019/08/23 14:54:50","洛阳","百度","https://www.epo.org","快3代理网址=http://alnwx88.top","123.9.247.209","1885478208537202907","未知","1","https://www.epo.org","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:54:50","未知","https://www.epo.org"
"325","2019/08/23 14:54:46","洛阳","百度","http://www.cvitec.com","11选5官网网址=http://aldwh88.top","123.9.247.209","1866386537834426686","未知","1","http://www.cvitec.com","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:54:46","未知","http://www.cvitec.com"
"326","2019/08/23 14:54:46","洛阳","百度","http://www.t2dy.com","PC蛋蛋网站网址=http://cailw88.top","123.9.247.209","1863772835453202428","未知","1","http://www.t2dy.com","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:54:46","未知","http://www.t2dy.com"
"327","2019/08/23 14:54:22","洛阳","百度","http://www.hunyanyuding.cn","时时彩平台网址=http://alxim88.top","123.9.247.209","2161725002973735972","未知","1","http://www.hunyanyuding.cn","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:54:22","未知","http://www.hunyanyuding.cn"
"328","2019/08/23 14:54:05","洛阳","百度","http://www.mahuajix.com","11选5平台网址=http://aldss88.top","123.9.247.209","1874453440592684403","未知","1","http://www.mahuajix.com","首次访问","新访客","1","Win XP","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:54:05","未知","http://www.mahuajix.com"
"329","2019/08/23 14:49:10","洛阳","百度","http://www.jubaowj.com","快乐飞艇计划网址=http://aldef88.top","42.224.222.83","1769776909256142623","未知","1","http://www.jubaowj.com","首次访问","新访客","1","Ubuntu","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:49:10","未知","http://www.jubaowj.com"
"330","2019/08/23 14:47:35","洛阳","百度","http://luomazaixianyule.tantan123.com","六合彩注册网址=http://alwny88.top","42.224.222.83","2115805102724256312","未知","1","http://luomazaixianyule.tantan123.com","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:47:35","未知","http://luomazaixianyule.tantan123.com"
"331","2019/08/23 14:46:59","洛阳","百度","http://m.guojixumu.com","六合彩计划网址=http://alwgq88.top","42.224.222.83","1827978780063193114","未知","1","http://m.guojixumu.com","首次访问","新访客","1","Win Vista","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:46:59","未知","http://m.guojixumu.com"
"332","2019/08/23 14:46:58","洛阳","百度","http://www.safewellgroup.com.cn","百家乐代理网址=http://cahmi88.top","42.224.222.83","1718088455813344228","未知","1","http://www.safewellgroup.com.cn","首次访问","新访客","1","Win XP","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:46:58","未知","http://www.safewellgroup.com.cn"
"333","2019/08/23 14:46:58","洛阳","百度","http://www.fdqkjk.tw","百家乐计划网址=http://almyz88.top","42.224.222.83","2334869712431734338","未知","1","http://www.fdqkjk.tw","首次访问","新访客","1","Linux","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:46:58","未知","http://www.fdqkjk.tw"
"334","2019/08/23 14:44:08","洛阳","百度","http://lululu007.info","全天北京赛车网址=http://albke88.top","42.224.222.83","1819101821623311787","未知","1","http://lululu007.info","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:44:08","未知","http://lululu007.info"
"335","2019/08/23 14:40:20","洛阳","百度","http://sshengmin.cn","全天PK10赛车网址=http://algtj88.top","123.5.195.178","1913625814178852095","未知","1","http://sshengmin.cn","首次访问","新访客","1","macOS","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:40:20","未知","http://sshengmin.cn"
"336","2019/08/23 14:40:00","洛阳","百度","http://yansudian.com","快乐飞艇平台网址=http://cahlh88.top","123.5.195.178","1848459554850260578","未知","1","http://yansudian.com","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:40:00","未知","http://yansudian.com"
"337","2019/08/23 14:36:36","洛阳","百度","http://www.lantiandayang.cn","全天快乐飞艇网址=http://altgw88.top","123.5.195.178","1942784639282577617","未知","1","http://www.lantiandayang.cn","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 14:36:36","未知","http://www.lantiandayang.cn"
"338","2019/08/23 14:29:55","深圳","直接访问","https://www.liu-hao.cn/record/79","--","119.123.66.33","1910174317570542178","490s","3","https://www.liu-hao.cn/record/89","2019/08/23 14:29:55","老访客","1","Win 10","电信","QQ浏览器","","1536x864","24-bit","","支持","不支持","2019-08-23 14:29:55","13s","https://www.liu-hao.cn/record/79"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-23 14:30:08","8s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-23 14:30:16","469s","https://www.liu-hao.cn/record/89"
"339","2019/08/23 12:42:09","重庆","直接访问","https://www.liu-hao.cn","--","106.86.177.164","2127924156501572809","5s","2","https://www.liu-hao.cn/record/89","2019/08/23 12:42:09","老访客","1","Win 10","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 12:42:09","1s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-23 12:42:10","4s","https://www.liu-hao.cn/record/89"
"340","2019/08/22 23:02:27","深圳","百度","https://www.liu-hao.cn/seo/amp","worpdress amp mip","27.38.172.156","2320132640428146223","未知","1","https://www.liu-hao.cn/seo/amp","首次访问","新访客","1","macOS","","Google Chrome","","1440x900","24-bit","","支持","不支持","2019-08-22 23:02:27","未知","https://www.liu-hao.cn/seo/amp"
"341","2019/08/22 19:57:49","其他","直接访问","https://www.liu-hao.cn","--","59.110.20.108","1740678793435660227","7s","2","https://www.liu-hao.cn","首次访问","新访客","1","Linux","","Google Chrome","","","24-bit","","支持","不支持","2019-08-22 19:57:49","6s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 19:57:55","1s","https://www.liu-hao.cn"
"342","2019/08/22 18:56:02","东莞","直接访问","https://www.liu-hao.cn/record/89","--","112.97.247.70","2242793112856826673","73s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android 5.1","网通","QQ手机浏览器","","360x640","24-bit","","支持","不支持","2019-08-22 18:56:02","73s","https://www.liu-hao.cn/record/89"
"343","2019/08/22 18:41:22","惠州","直接访问","https://www.liu-hao.cn/record/89","--","183.25.60.44","1859798590805253133","69s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","电信","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:41:22","69s","https://www.liu-hao.cn/record/89"
"344","2019/08/22 18:41:18","荆门","直接访问","https://www.liu-hao.cn/record/89","--","171.114.240.34","1908783860618358986","未知","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","iOS 12","","其他","","1017x572","32-bit","","支持","不支持","2019-08-22 18:41:18","未知","https://www.liu-hao.cn/record/89"
"345","2019/08/22 18:33:44","广州","直接访问","https://www.liu-hao.cn/record/89","--","2408:84f3:6800:bec9::1","1815423104250989711","173s","13","https://www.liu-hao.cn/seo/44","首次访问","新访客","1","Android 6.0","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:33:44","41s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:34:25","6s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:34:31","28s","https://www.liu-hao.cn/record/84"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:34:59","6s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:35:05","5s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:35:10","5s","https://www.liu-hao.cn/page/2"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:35:15","29s","https://www.liu-hao.cn/record/74"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:35:44","7s","https://www.liu-hao.cn/page/2"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:35:51","11s","https://www.liu-hao.cn/life/68"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:36:02","3s","https://www.liu-hao.cn/page/2"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:36:05","13s","https://www.liu-hao.cn/page/3"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:36:18","6s","https://www.liu-hao.cn/page/4"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:36:24","13s","https://www.liu-hao.cn/seo/44"
"346","2019/08/22 18:29:09","唐山","直接访问","https://www.liu-hao.cn/record/89","--","36.98.111.139","2151526273260504531","71s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android 7.0","","QQ手机浏览器","","360x640","24-bit","","支持","不支持","2019-08-22 18:29:09","71s","https://www.liu-hao.cn/record/89"
"347","2019/08/22 18:20:58","其他","直接访问","https://www.liu-hao.cn/record/89","--","112.17.247.25","2288078294461230573","99s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","移动","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:20:58","99s","https://www.liu-hao.cn/record/89"
"348","2019/08/22 18:20:07","杭州","直接访问","https://www.liu-hao.cn/record/89","--","124.160.216.227","1829252379062654308","未知","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","iOS 12","网通","其他","","1032x645","32-bit","","支持","不支持","2019-08-22 18:20:07","未知","https://www.liu-hao.cn/record/89"
"349","2019/08/22 18:18:31","重庆","直接访问","https://www.liu-hao.cn/record/89","--","14.108.17.7","1731088393910999168","390s","3","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:18:31","265s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:22:56","121s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:24:57","4s","https://www.liu-hao.cn/record/89"
"350","2019/08/22 18:11:51","北京","直接访问","https://www.liu-hao.cn/record/89","--","124.64.17.162","1845962890063112381","194s","8","https://www.liu-hao.cn/about","首次访问","新访客","1","Win 10","网通","Google Chrome","","1536x864","24-bit","","支持","不支持","2019-08-22 18:11:51","124s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:13:55","6s","https://www.liu-hao.cn/tag/%E6%89%8B%E6%9C%BAde%E5%AE%B6"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:14:01","4s","https://www.liu-hao.cn/tag/%E6%89%8B%E6%9C%BAde%E5%AE%B6"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:14:05","41s","https://www.liu-hao.cn/about"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:14:46","1s","https://www.liu-hao.cn/category/life"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:14:47","17s","https://www.liu-hao.cn/life/82"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:15:04","0s","https://www.liu-hao.cn/category/life"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:15:04","1s","https://www.liu-hao.cn/about"
"351","2019/08/22 18:11:17","上海","百度","https://www.liu-hao.cn/record/74","site:www.liu-hao.cn","58.247.20.26","2277757754131662874","未知","1","https://www.liu-hao.cn/record/74","2019/08/22 18:04:43","新访客","2","Win 7","网通","QQ浏览器","","1440x900","24-bit","","支持","不支持","2019-08-22 18:11:17","未知","https://www.liu-hao.cn/record/74"
"352","2019/08/22 18:08:36","南宁","直接访问","https://www.liu-hao.cn/record/89","--","121.31.247.106","8363718411989079976","40s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android 7.0","网通","Chrome移动版","","360x640","24-bit","","支持","不支持","2019-08-22 18:08:36","40s","https://www.liu-hao.cn/record/89"
"353","2019/08/22 18:06:34","成都","直接访问","https://www.liu-hao.cn/record/89","--","101.206.169.30","1996833671493939609","108s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:06:34","108s","https://www.liu-hao.cn/record/89"
"354","2019/08/22 18:06:10","青岛","直接访问","https://www.liu-hao.cn/record/89?tdsourcetag=s_pcqq_aiomsg","--","112.6.124.183","1690873030069843360","31s","1","https://www.liu-hao.cn/record/89?tdsourcetag=s_pcqq_aiomsg","首次访问","新访客","1","Win 10","移动","Google Chrome","","2560x1440","24-bit","","支持","不支持","2019-08-22 18:06:10","31s","https://www.liu-hao.cn/record/89?tdsourcetag=s_pcqq_aiomsg"
"355","2019/08/22 18:04:43","上海","直接访问","https://www.liu-hao.cn/record/89","--","58.247.20.26","2277757754131662874","377s","4","https://www.liu-hao.cn","首次访问","新访客","1","Win 7","网通","QQ浏览器","","1440x900","24-bit","","支持","不支持","2019-08-22 18:04:43","122s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:06:45","4s","https://www.liu-hao.cn/tag/%E6%89%8B%E6%9C%BAde%E5%AE%B6%E8%B4%A8%E9%87%8F%E4%B8%8D%E8%A1%8C"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:06:49","240s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:10:49","11s","https://www.liu-hao.cn"
"356","2019/08/22 18:03:51","东莞","直接访问","https://www.liu-hao.cn/record/89","--","112.97.247.70","2047002738044765684","未知","1","https://www.liu-hao.cn/record/89","2019/08/22 18:03:51","老访客","1","Win 10","网通","Microsoft Edge","","1920x1080","24-bit","","支持","支持","2019-08-22 18:03:51","未知","https://www.liu-hao.cn/record/89"
"357","2019/08/22 18:02:29","绍兴","直接访问","https://www.liu-hao.cn/record/89","--","39.171.239.255","1951900479173214447","40s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 18:02:29","40s","https://www.liu-hao.cn/record/89"
"358","2019/08/22 18:00:53","佛山","直接访问","https://www.liu-hao.cn/record/89","--","117.136.31.129","1870204282931480434","58s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","移动","QQ手机浏览器","","360x640","24-bit","","支持","不支持","2019-08-22 18:00:53","58s","https://www.liu-hao.cn/record/89"
"359","2019/08/22 17:58:57","上饶","直接访问","https://www.liu-hao.cn/record/89","--","39.169.66.74","1973531003587498799","4s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 17:58:57","4s","https://www.liu-hao.cn/record/89"
"360","2019/08/22 17:56:58","南昌","直接访问","https://www.liu-hao.cn/record/89","--","182.104.17.161","1971307177405890363","54s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Android","","QQ手机浏览器","","","24-bit","","支持","不支持","2019-08-22 17:56:58","54s","https://www.liu-hao.cn/record/89"
"361","2019/08/22 17:53:50","北京","直接访问","https://www.liu-hao.cn/record/89?tdsourcetag=s_pcqq_aiomsg","--","114.241.189.128","2018948651072625628","364s","3","https://www.liu-hao.cn/record/89","2019/08/22 17:53:50","老访客","1","Win 10","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-22 17:53:50","246s","https://www.liu-hao.cn/record/89?tdsourcetag=s_pcqq_aiomsg"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:57:56","118s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:59:54","未知","https://www.liu-hao.cn/record/89"
"362","2019/08/22 17:53:24","滁州","直接访问","https://www.liu-hao.cn/record/89","--","120.242.37.157","1841349068976800893","38s","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Win 10","移动","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-22 17:53:24","38s","https://www.liu-hao.cn/record/89"
"363","2019/08/22 17:52:08","上海","直接访问","https://www.liu-hao.cn/record/89","--","61.129.7.235","2215832125431639792","未知","1","https://www.liu-hao.cn/record/89","首次访问","新访客","1","Win 7","电信","Google Chrome","","1024x768","24-bit","11.2","支持","不支持","2019-08-22 17:52:08","未知","https://www.liu-hao.cn/record/89"
"364","2019/08/22 17:51:22","重庆","百度","https://www.liu-hao.cn","liu-hao.cn","106.86.177.164","2127924156501572809","2844s","10","https://www.liu-hao.cn","2019/08/22 13:52:40","老访客","3","Win 10","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-22 17:51:22","2s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:24","3s","https://www.liu-hao.cn/record/86"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:27","3s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:30","5s","https://www.liu-hao.cn/record/84"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:35","2s","https://www.liu-hao.cn/category/record"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:37","9s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 17:51:46","1321s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:13:47","2s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:13:49","1490s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 18:38:39","7s","https://www.liu-hao.cn"
"365","2019/08/22 14:20:16","重庆","直接访问","https://www.liu-hao.cn","--","106.86.177.164","8781739220736417633","未知","1","https://www.liu-hao.cn","2019/08/22 14:20:16","老访客","1","iOS 12","","Safari移动版","","","32-bit","","支持","不支持","2019-08-22 14:20:16","未知","https://www.liu-hao.cn"
"366","2019/08/22 13:52:40","重庆","直接访问","https://www.liu-hao.cn","--","106.86.177.164","2127924156501572809","132s","4","https://www.liu-hao.cn/tag/%E6%89%8B%E6%9C%BAde%E5%AE%B6%E5%9E%83%E5%9C%BE","2019/08/22 11:21:03","老访客","2","Win 10","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-22 13:52:40","68s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 13:53:48","59s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 13:54:47","2s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 13:54:49","3s","https://www.liu-hao.cn/tag/%E6%89%8B%E6%9C%BAde%E5%AE%B6%E5%9E%83%E5%9C%BE"
"367","2019/08/22 12:34:28","重庆","直接访问","https://www.liu-hao.cn","--","14.106.190.120","9063122886765914702","108s","7","https://www.liu-hao.cn","首次访问","新访客","1","iOS 12","","Safari移动版","","","32-bit","","支持","不支持","2019-08-22 12:34:28","5s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:34:33","36s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:35:09","2s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:35:11","30s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:35:41","32s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:36:13","3s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 12:36:16","未知","https://www.liu-hao.cn"
"368","2019/08/22 11:21:03","重庆","直接访问","https://www.liu-hao.cn","--","106.86.177.164","2127924156501572809","833s","8","https://www.liu-hao.cn/record/89","2019/08/22 11:21:03","老访客","1","Win 10","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-22 11:21:03","777s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:00","12s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:12","2s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:14","36s","https://www.liu-hao.cn/record/86"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:50","4s","https://www.liu-hao.cn/record/86"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:54","1s","https://www.liu-hao.cn"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:55","1s","https://www.liu-hao.cn/record/89"
,,,,,,,,,,,,,,,,,,,,,,,"2019-08-22 11:34:56","未知","https://www.liu-hao.cn/record/89"
